сокол	со́ко́л
витольде	Ви́то́льде
витольдах	Ви́то́льдах
позаперся	поза́перся́
позаперлись	поза́перли́сь
позаперлось	поза́перло́сь
либерман	Ли́берма́н
либерманы	Ли́берма́ны
либермана	Ли́берма́на
либерманов	Ли́берма́нов
либерману	Ли́берма́ну
либерманам	Ли́берма́нам
либерманом	Ли́берма́ном
либерманами	Ли́берма́нами
либермане	Ли́берма́не
либерманах	Ли́берма́нах
борина	бо́ри́на
борины	бо́ри́ны
борин	бо́ри́н
борине	бо́ри́не
боринам	бо́ри́нам
борину	бо́ри́ну
бориной	бо́ри́ной
бориною	бо́ри́ною
боринами	бо́ри́нами
боринах	бо́ри́нах
пообжил	поо́бжи́л
пообжили	поо́бжи́ли
пообжило	поо́бжи́ло
пообжитый	поо́бжи́тый
интенсиметр	интенси́ме́тр
интенсиметры	интенси́ме́тры
интенсиметра	интенси́ме́тра
интенсиметров	интенси́ме́тров
интенсиметру	интенси́ме́тру
интенсиметрам	интенси́ме́трам
интенсиметром	интенси́ме́тром
интенсиметрами	интенси́ме́трами
интенсиметре	интенси́ме́тре
интенсиметрах	интенси́ме́трах
бугуртю	бугу́ртю́
бугуртим	бугу́рти́м
бугуртишь	бугу́рти́шь
бугуртите	бугу́рти́те
бугуртит	бугу́рти́т
бугуртят	бугу́ртя́т
бугуртил	бугу́рти́л
бугуртили	бугу́рти́ли
бугуртила	бугу́рти́ла
бугуртило	бугу́рти́ло
бугурти	бугу́рти́
бугуртящий	бугу́ртя́щий
бугуртивший	бугу́рти́вший
бугуртя	бугу́ртя́
бугуртив	бугу́рти́в
бугуртивши	бугу́рти́вши
игнатенко	Игнате́́нко
сохнут	Сохну́́т
сохнуты	Сохну́́ты
сохнута	Сохну́́та
сохнутов	Сохну́́тов
сохнуту	Сохну́́ту
сохнутам	Сохну́́там
сохнутом	Сохну́́том
сохнутами	Сохну́́тами
сохнуте	Сохну́́те
сохнутах	Сохну́́тах
жѝзнеобеспеченье	жѝзнеобеспе́че́нье
жѝзнеобеспеченья	жѝзнеобеспе́че́нья
жѝзнеобеспеченью	жѝзнеобеспе́че́нью
жѝзнеобеспеченьям	жѝзнеобеспе́че́ньям
жѝзнеобеспеченьем	жѝзнеобеспе́че́ньем
жѝзнеобеспеченьями	жѝзнеобеспе́че́ньями
